Destination Neighborhood,Mode,Month of MONTH,Origin Neighborhood,Time Period,Trip Count
Bayview,Classic Bicycle,October 2019,Bayview,7am-10am,23
Bayview,Classic Bicycle,October 2020,Bayview,7am-10am,24
Bayview,Classic Bicycle,November 2019,Bayview,7am-10am,28
Bayview,Classic Bicycle,June 2020,Bayview,7am-10am,37
Bayview,Classic Bicycle,June 2019,Mission,7am-10am,25
Bayview,Classic Bicycle,July 2019,South of Market,7am-10am,21
Bayview,Classic Bicycle,June 2019,South of Market,7am-10am,25
Bayview,Classic Bicycle,August 2019,South of Market,7am-10am,27
Bayview,Classic Bicycle,May 2021,South of Market,7am-10am,29
Bayview,E-Bike,November 2019,Bayview,7am-10am,23
Bayview,E-Bike,October 2020,Bayview,7am-10am,23
Bayview,E-Bike,February 2020,Bayview,7am-10am,29
Bayview,E-Bike,July 2020,Bayview,7am-10am,58
Bayview,E-Bike,September 2020,Bayview,7am-10am,58
Bayview,E-Bike,August 2020,Bayview,7am-10am,64
Bayview,E-Bike,June 2020,Bayview,7am-10am,101
Bayview,E-Bike,February 2020,Mission,7am-10am,26
Bayview,Powered Scooter,April 2021,Bayview,7am-10am,24
Bayview,Powered Scooter,September 2021,Bayview,7am-10am,48
Bayview,Powered Scooter,July 2021,Bayview,7am-10am,53
Bayview,Powered Scooter,August 2021,Bayview,7am-10am,82
Bernal Heights,Classic Bicycle,November 2018,Bernal Heights,7am-10am,21
Bernal Heights,Classic Bicycle,May 2018,Bernal Heights,7am-10am,22
Bernal Heights,Classic Bicycle,August 2019,Bernal Heights,7am-10am,23
Bernal Heights,Classic Bicycle,July 2018,Bernal Heights,7am-10am,24
Bernal Heights,Classic Bicycle,July 2021,Bernal Heights,7am-10am,24
Bernal Heights,Classic Bicycle,December 2019,Bernal Heights,7am-10am,25
Bernal Heights,Classic Bicycle,September 2018,Bernal Heights,7am-10am,26
Bernal Heights,Classic Bicycle,October 2018,Bernal Heights,7am-10am,26
Bernal Heights,Classic Bicycle,July 2019,Bernal Heights,7am-10am,26
Bernal Heights,Classic Bicycle,September 2019,Bernal Heights,7am-10am,27
Bernal Heights,Classic Bicycle,November 2019,Bernal Heights,7am-10am,27
Bernal Heights,Classic Bicycle,February 2019,Bernal Heights,7am-10am,28
Bernal Heights,Classic Bicycle,June 2019,Bernal Heights,7am-10am,28
Bernal Heights,Classic Bicycle,February 2020,Bernal Heights,7am-10am,28
Bernal Heights,Classic Bicycle,December 2018,Bernal Heights,7am-10am,29
Bernal Heights,Classic Bicycle,January 2019,Bernal Heights,7am-10am,29
Bernal Heights,Classic Bicycle,October 2019,Bernal Heights,7am-10am,29
Bernal Heights,Classic Bicycle,January 2020,Bernal Heights,7am-10am,30
Bernal Heights,Classic Bicycle,August 2021,Bernal Heights,7am-10am,33
Bernal Heights,Classic Bicycle,May 2019,Bernal Heights,7am-10am,35
Bernal Heights,Classic Bicycle,March 2019,Bernal Heights,7am-10am,45
Bernal Heights,Classic Bicycle,April 2019,Bernal Heights,7am-10am,46
Bernal Heights,Classic Bicycle,November 2018,Castro/Upper Market,7am-10am,23
Bernal Heights,Classic Bicycle,April 2019,Castro/Upper Market,7am-10am,23
Bernal Heights,Classic Bicycle,January 2019,Castro/Upper Market,7am-10am,26
Bernal Heights,Classic Bicycle,December 2018,Castro/Upper Market,7am-10am,27
Bernal Heights,Classic Bicycle,March 2020,Mission,7am-10am,23
Bernal Heights,Classic Bicycle,April 2021,Mission,7am-10am,30
Bernal Heights,Classic Bicycle,May 2021,Mission,7am-10am,37
Bernal Heights,Classic Bicycle,June 2021,Mission,7am-10am,42
Bernal Heights,Classic Bicycle,August 2017,Mission,7am-10am,46
Bernal Heights,Classic Bicycle,January 2020,Mission,7am-10am,50
Bernal Heights,Classic Bicycle,September 2017,Mission,7am-10am,52
Bernal Heights,Classic Bicycle,July 2021,Mission,7am-10am,54
Bernal Heights,Classic Bicycle,December 2017,Mission,7am-10am,58
Bernal Heights,Classic Bicycle,August 2021,Mission,7am-10am,59
Bernal Heights,Classic Bicycle,March 2018,Mission,7am-10am,60
Bernal Heights,Classic Bicycle,December 2019,Mission,7am-10am,63
Bernal Heights,Classic Bicycle,February 2020,Mission,7am-10am,66
Bernal Heights,Classic Bicycle,October 2017,Mission,7am-10am,67
Bernal Heights,Classic Bicycle,November 2017,Mission,7am-10am,79
Bernal Heights,Classic Bicycle,January 2018,Mission,7am-10am,83
Bernal Heights,Classic Bicycle,February 2018,Mission,7am-10am,86
Bernal Heights,Classic Bicycle,July 2018,Mission,7am-10am,87
Bernal Heights,Classic Bicycle,November 2019,Mission,7am-10am,87
Bernal Heights,Classic Bicycle,July 2019,Mission,7am-10am,90
Bernal Heights,Classic Bicycle,June 2018,Mission,7am-10am,94
Bernal Heights,Classic Bicycle,June 2019,Mission,7am-10am,96
Bernal Heights,Classic Bicycle,April 2018,Mission,7am-10am,100
Bernal Heights,Classic Bicycle,May 2018,Mission,7am-10am,102
Bernal Heights,Classic Bicycle,November 2018,Mission,7am-10am,102
Bernal Heights,Classic Bicycle,May 2019,Mission,7am-10am,110
Bernal Heights,Classic Bicycle,December 2018,Mission,7am-10am,113
Bernal Heights,Classic Bicycle,September 2018,Mission,7am-10am,115
Bernal Heights,Classic Bicycle,August 2018,Mission,7am-10am,120
Bernal Heights,Classic Bicycle,August 2019,Mission,7am-10am,120
Bernal Heights,Classic Bicycle,March 2019,Mission,7am-10am,123
Bernal Heights,Classic Bicycle,September 2019,Mission,7am-10am,123
Bernal Heights,Classic Bicycle,February 2019,Mission,7am-10am,136
Bernal Heights,Classic Bicycle,October 2019,Mission,7am-10am,136
Bernal Heights,Classic Bicycle,January 2019,Mission,7am-10am,140
Bernal Heights,Classic Bicycle,April 2019,Mission,7am-10am,149
Bernal Heights,Classic Bicycle,October 2018,Mission,7am-10am,150
Bernal Heights,Classic Bicycle,June 2021,Noe Valley,7am-10am,21
Bernal Heights,Classic Bicycle,November 2019,Noe Valley,7am-10am,22
Bernal Heights,Classic Bicycle,November 2018,Noe Valley,7am-10am,24
Bernal Heights,Classic Bicycle,October 2019,Noe Valley,7am-10am,26
Bernal Heights,Classic Bicycle,June 2018,Noe Valley,7am-10am,28
Bernal Heights,Classic Bicycle,February 2019,Noe Valley,7am-10am,29
Bernal Heights,Classic Bicycle,May 2019,Noe Valley,7am-10am,29
Bernal Heights,Classic Bicycle,July 2021,Noe Valley,7am-10am,31
Bernal Heights,Classic Bicycle,December 2018,Noe Valley,7am-10am,34
Bernal Heights,Classic Bicycle,August 2021,Noe Valley,7am-10am,36
Bernal Heights,Classic Bicycle,May 2018,Noe Valley,7am-10am,37
Bernal Heights,Classic Bicycle,April 2019,Noe Valley,7am-10am,38
Bernal Heights,Classic Bicycle,March 2019,Noe Valley,7am-10am,39
Bernal Heights,Classic Bicycle,January 2019,Noe Valley,7am-10am,56
Bernal Heights,Classic Bicycle,March 2019,Potrero Hill,7am-10am,24
Bernal Heights,Classic Bicycle,February 2019,South of Market,7am-10am,22
Bernal Heights,Classic Bicycle,June 2021,South of Market,7am-10am,22
Bernal Heights,Classic Bicycle,August 2019,South of Market,7am-10am,24
Bernal Heights,Classic Bicycle,June 2020,South of Market,7am-10am,27
Bernal Heights,Classic Bicycle,March 2019,South of Market,7am-10am,29
Bernal Heights,Classic Bicycle,July 2020,South of Market,7am-10am,29
Bernal Heights,Classic Bicycle,April 2021,Western Addition,7am-10am,42
Bernal Heights,E-Bike,August 2021,Bernal Heights,7am-10am,29
Bernal Heights,E-Bike,January 2020,Bernal Heights,7am-10am,53
Bernal Heights,E-Bike,February 2020,Bernal Heights,7am-10am,54
Bernal Heights,E-Bike,April 2021,Mission,7am-10am,21
Bernal Heights,E-Bike,May 2021,Mission,7am-10am,21
Bernal Heights,E-Bike,September 2021,Mission,7am-10am,21
Bernal Heights,E-Bike,March 2021,Mission,7am-10am,23
Bernal Heights,E-Bike,June 2021,Mission,7am-10am,23
Bernal Heights,E-Bike,July 2021,Mission,7am-10am,24
Bernal Heights,E-Bike,September 2020,Mission,7am-10am,25
Bernal Heights,E-Bike,June 2020,Mission,7am-10am,28
Bernal Heights,E-Bike,February 2020,Mission,7am-10am,100
Bernal Heights,E-Bike,August 2021,Noe Valley,7am-10am,22
Bernal Heights,E-Bike,September 2021,Noe Valley,7am-10am,27
Bernal Heights,E-Bike,October 2020,Western Addition,7am-10am,22
Bernal Heights,E-Bike,November 2020,Western Addition,7am-10am,24
Bernal Heights,Powered Scooter,May 2021,Mission,7am-10am,21
Castro/Upper Market,Classic Bicycle,August 2021,Bernal Heights,7am-10am,21
Castro/Upper Market,Classic Bicycle,September 2017,Bernal Heights,7am-10am,25
Castro/Upper Market,Classic Bicycle,June 2020,Castro/Upper Market,7am-10am,21
Castro/Upper Market,Classic Bicycle,February 2021,Castro/Upper Market,7am-10am,22
Castro/Upper Market,Classic Bicycle,January 2021,Castro/Upper Market,7am-10am,24
Castro/Upper Market,Classic Bicycle,November 2020,Castro/Upper Market,7am-10am,25
Castro/Upper Market,Classic Bicycle,May 2020,Castro/Upper Market,7am-10am,28
Castro/Upper Market,Classic Bicycle,September 2020,Castro/Upper Market,7am-10am,29
Castro/Upper Market,Classic Bicycle,October 2020,Castro/Upper Market,7am-10am,30
Castro/Upper Market,Classic Bicycle,March 2018,Castro/Upper Market,7am-10am,34
Castro/Upper Market,Classic Bicycle,March 2020,Castro/Upper Market,7am-10am,34
Castro/Upper Market,Classic Bicycle,February 2018,Castro/Upper Market,7am-10am,35
Castro/Upper Market,Classic Bicycle,July 2019,Castro/Upper Market,7am-10am,36
Castro/Upper Market,Classic Bicycle,November 2017,Castro/Upper Market,7am-10am,43
Castro/Upper Market,Classic Bicycle,January 2018,Castro/Upper Market,7am-10am,43
Castro/Upper Market,Classic Bicycle,August 2017,Castro/Upper Market,7am-10am,45
Castro/Upper Market,Classic Bicycle,August 2018,Castro/Upper Market,7am-10am,46
Castro/Upper Market,Classic Bicycle,December 2018,Castro/Upper Market,7am-10am,46
Castro/Upper Market,Classic Bicycle,December 2017,Castro/Upper Market,7am-10am,52
Castro/Upper Market,Classic Bicycle,October 2018,Castro/Upper Market,7am-10am,52
Castro/Upper Market,Classic Bicycle,November 2018,Castro/Upper Market,7am-10am,53
Castro/Upper Market,Classic Bicycle,October 2017,Castro/Upper Market,7am-10am,54
Castro/Upper Market,Classic Bicycle,September 2018,Castro/Upper Market,7am-10am,55
Castro/Upper Market,Classic Bicycle,September 2017,Castro/Upper Market,7am-10am,58
Castro/Upper Market,Classic Bicycle,June 2019,Castro/Upper Market,7am-10am,58
Castro/Upper Market,Classic Bicycle,July 2018,Castro/Upper Market,7am-10am,64
Castro/Upper Market,Classic Bicycle,May 2021,Castro/Upper Market,7am-10am,64
Castro/Upper Market,Classic Bicycle,June 2018,Castro/Upper Market,7am-10am,66
Castro/Upper Market,Classic Bicycle,September 2019,Castro/Upper Market,7am-10am,66
Castro/Upper Market,Classic Bicycle,April 2018,Castro/Upper Market,7am-10am,67
Castro/Upper Market,Classic Bicycle,January 2019,Castro/Upper Market,7am-10am,67
Castro/Upper Market,Classic Bicycle,December 2019,Castro/Upper Market,7am-10am,68
Castro/Upper Market,Classic Bicycle,February 2019,Castro/Upper Market,7am-10am,72
Castro/Upper Market,Classic Bicycle,April 2021,Castro/Upper Market,7am-10am,75
Castro/Upper Market,Classic Bicycle,August 2019,Castro/Upper Market,7am-10am,76
Castro/Upper Market,Classic Bicycle,January 2020,Castro/Upper Market,7am-10am,80
Castro/Upper Market,Classic Bicycle,May 2019,Castro/Upper Market,7am-10am,83
Castro/Upper Market,Classic Bicycle,June 2021,Castro/Upper Market,7am-10am,89
Castro/Upper Market,Classic Bicycle,July 2021,Castro/Upper Market,7am-10am,89
Castro/Upper Market,Classic Bicycle,February 2020,Castro/Upper Market,7am-10am,93
Castro/Upper Market,Classic Bicycle,March 2019,Castro/Upper Market,7am-10am,94
Castro/Upper Market,Classic Bicycle,May 2018,Castro/Upper Market,7am-10am,102
Castro/Upper Market,Classic Bicycle,August 2021,Castro/Upper Market,7am-10am,107
Castro/Upper Market,Classic Bicycle,April 2019,Castro/Upper Market,7am-10am,111
Castro/Upper Market,Classic Bicycle,October 2019,Castro/Upper Market,7am-10am,116
Castro/Upper Market,Classic Bicycle,November 2019,Castro/Upper Market,7am-10am,119
Castro/Upper Market,Classic Bicycle,November 2017,Downtown/Civic Center,7am-10am,21
Castro/Upper Market,Classic Bicycle,April 2018,Downtown/Civic Center,7am-10am,21
Castro/Upper Market,Classic Bicycle,May 2018,Downtown/Civic Center,7am-10am,21
Castro/Upper Market,Classic Bicycle,October 2019,Downtown/Civic Center,7am-10am,21
Castro/Upper Market,Classic Bicycle,March 2018,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,July 2018,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,August 2018,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,March 2019,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,May 2019,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,October 2020,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,Classic Bicycle,December 2018,Downtown/Civic Center,7am-10am,23
Castro/Upper Market,Classic Bicycle,April 2019,Downtown/Civic Center,7am-10am,23
Castro/Upper Market,Classic Bicycle,August 2017,Downtown/Civic Center,7am-10am,24
Castro/Upper Market,Classic Bicycle,July 2021,Downtown/Civic Center,7am-10am,24
Castro/Upper Market,Classic Bicycle,November 2019,Downtown/Civic Center,7am-10am,25
Castro/Upper Market,Classic Bicycle,September 2017,Downtown/Civic Center,7am-10am,26
Castro/Upper Market,Classic Bicycle,September 2018,Downtown/Civic Center,7am-10am,27
Castro/Upper Market,Classic Bicycle,December 2019,Downtown/Civic Center,7am-10am,27
Castro/Upper Market,Classic Bicycle,September 2019,Downtown/Civic Center,7am-10am,28
Castro/Upper Market,Classic Bicycle,February 2019,Downtown/Civic Center,7am-10am,29
Castro/Upper Market,Classic Bicycle,February 2020,Haight Ashbury,7am-10am,21
Castro/Upper Market,Classic Bicycle,February 2021,Haight Ashbury,7am-10am,22
Castro/Upper Market,Classic Bicycle,March 2021,Haight Ashbury,7am-10am,22
Castro/Upper Market,Classic Bicycle,December 2019,Haight Ashbury,7am-10am,23
Castro/Upper Market,Classic Bicycle,August 2019,Haight Ashbury,7am-10am,25
Castro/Upper Market,Classic Bicycle,November 2018,Haight Ashbury,7am-10am,26
Castro/Upper Market,Classic Bicycle,June 2021,Haight Ashbury,7am-10am,26
Castro/Upper Market,Classic Bicycle,January 2019,Haight Ashbury,7am-10am,27
Castro/Upper Market,Classic Bicycle,July 2021,Haight Ashbury,7am-10am,27
Castro/Upper Market,Classic Bicycle,October 2018,Haight Ashbury,7am-10am,30
Castro/Upper Market,Classic Bicycle,February 2019,Haight Ashbury,7am-10am,31
Castro/Upper Market,Classic Bicycle,May 2019,Haight Ashbury,7am-10am,33
Castro/Upper Market,Classic Bicycle,August 2021,Haight Ashbury,7am-10am,33
Castro/Upper Market,Classic Bicycle,November 2019,Haight Ashbury,7am-10am,34
Castro/Upper Market,Classic Bicycle,March 2019,Haight Ashbury,7am-10am,35
Castro/Upper Market,Classic Bicycle,April 2019,Haight Ashbury,7am-10am,36
Castro/Upper Market,Classic Bicycle,September 2019,Haight Ashbury,7am-10am,36
Castro/Upper Market,Classic Bicycle,May 2021,Haight Ashbury,7am-10am,36
Castro/Upper Market,Classic Bicycle,April 2021,Haight Ashbury,7am-10am,38
Castro/Upper Market,Classic Bicycle,October 2019,Haight Ashbury,7am-10am,41
Castro/Upper Market,Classic Bicycle,May 2020,Mission,7am-10am,26
Castro/Upper Market,Classic Bicycle,August 2020,Mission,7am-10am,27
Castro/Upper Market,Classic Bicycle,January 2021,Mission,7am-10am,27
Castro/Upper Market,Classic Bicycle,September 2020,Mission,7am-10am,32
Castro/Upper Market,Classic Bicycle,February 2021,Mission,7am-10am,33
Castro/Upper Market,Classic Bicycle,January 2018,Mission,7am-10am,37
Castro/Upper Market,Classic Bicycle,March 2020,Mission,7am-10am,42
Castro/Upper Market,Classic Bicycle,November 2020,Mission,7am-10am,44
Castro/Upper Market,Classic Bicycle,October 2020,Mission,7am-10am,46
Castro/Upper Market,Classic Bicycle,December 2017,Mission,7am-10am,47
Castro/Upper Market,Classic Bicycle,August 2017,Mission,7am-10am,49
Castro/Upper Market,Classic Bicycle,March 2018,Mission,7am-10am,53
Castro/Upper Market,Classic Bicycle,March 2021,Mission,7am-10am,53
Castro/Upper Market,Classic Bicycle,November 2017,Mission,7am-10am,55
Castro/Upper Market,Classic Bicycle,December 2018,Mission,7am-10am,59
Castro/Upper Market,Classic Bicycle,February 2018,Mission,7am-10am,62
Castro/Upper Market,Classic Bicycle,May 2018,Mission,7am-10am,64
Castro/Upper Market,Classic Bicycle,September 2017,Mission,7am-10am,68
Castro/Upper Market,Classic Bicycle,June 2018,Mission,7am-10am,69
Castro/Upper Market,Classic Bicycle,July 2019,Mission,7am-10am,75
Castro/Upper Market,Classic Bicycle,January 2020,Mission,7am-10am,77
Castro/Upper Market,Classic Bicycle,November 2018,Mission,7am-10am,78
Castro/Upper Market,Classic Bicycle,October 2017,Mission,7am-10am,79
Castro/Upper Market,Classic Bicycle,August 2021,Mission,7am-10am,79
Castro/Upper Market,Classic Bicycle,July 2018,Mission,7am-10am,80
Castro/Upper Market,Classic Bicycle,February 2020,Mission,7am-10am,80
Castro/Upper Market,Classic Bicycle,December 2019,Mission,7am-10am,82
Castro/Upper Market,Classic Bicycle,August 2018,Mission,7am-10am,83
Castro/Upper Market,Classic Bicycle,January 2019,Mission,7am-10am,88
Castro/Upper Market,Classic Bicycle,May 2021,Mission,7am-10am,89
Castro/Upper Market,Classic Bicycle,April 2018,Mission,7am-10am,90
Castro/Upper Market,Classic Bicycle,July 2021,Mission,7am-10am,94
Castro/Upper Market,Classic Bicycle,February 2019,Mission,7am-10am,100
Castro/Upper Market,Classic Bicycle,April 2019,Mission,7am-10am,100
Castro/Upper Market,Classic Bicycle,June 2021,Mission,7am-10am,102
Castro/Upper Market,Classic Bicycle,September 2018,Mission,7am-10am,105
Castro/Upper Market,Classic Bicycle,April 2021,Mission,7am-10am,107
Castro/Upper Market,Classic Bicycle,March 2019,Mission,7am-10am,109
Castro/Upper Market,Classic Bicycle,May 2019,Mission,7am-10am,110
Castro/Upper Market,Classic Bicycle,August 2019,Mission,7am-10am,114
Castro/Upper Market,Classic Bicycle,June 2019,Mission,7am-10am,116
Castro/Upper Market,Classic Bicycle,October 2018,Mission,7am-10am,118
Castro/Upper Market,Classic Bicycle,November 2019,Mission,7am-10am,131
Castro/Upper Market,Classic Bicycle,September 2019,Mission,7am-10am,142
Castro/Upper Market,Classic Bicycle,October 2019,Mission,7am-10am,154
Castro/Upper Market,Classic Bicycle,September 2017,Noe Valley,7am-10am,23
Castro/Upper Market,Classic Bicycle,May 2018,Noe Valley,7am-10am,23
Castro/Upper Market,Classic Bicycle,January 2018,South of Market,7am-10am,21
Castro/Upper Market,Classic Bicycle,September 2020,South of Market,7am-10am,21
Castro/Upper Market,Classic Bicycle,January 2021,South of Market,7am-10am,21
Castro/Upper Market,Classic Bicycle,May 2021,South of Market,7am-10am,21
Castro/Upper Market,Classic Bicycle,December 2019,South of Market,7am-10am,22
Castro/Upper Market,Classic Bicycle,May 2019,South of Market,7am-10am,24
Castro/Upper Market,Classic Bicycle,September 2017,South of Market,7am-10am,25
Castro/Upper Market,Classic Bicycle,October 2020,South of Market,7am-10am,26
Castro/Upper Market,Classic Bicycle,June 2021,South of Market,7am-10am,26
Castro/Upper Market,Classic Bicycle,October 2019,South of Market,7am-10am,27
Castro/Upper Market,Classic Bicycle,March 2021,South of Market,7am-10am,28
Castro/Upper Market,Classic Bicycle,August 2019,South of Market,7am-10am,29
Castro/Upper Market,Classic Bicycle,December 2018,South of Market,7am-10am,30
Castro/Upper Market,Classic Bicycle,July 2019,South of Market,7am-10am,30
Castro/Upper Market,Classic Bicycle,September 2019,South of Market,7am-10am,30
Castro/Upper Market,Classic Bicycle,February 2021,South of Market,7am-10am,30
Castro/Upper Market,Classic Bicycle,August 2017,South of Market,7am-10am,31
Castro/Upper Market,Classic Bicycle,April 2018,South of Market,7am-10am,31
Castro/Upper Market,Classic Bicycle,May 2018,South of Market,7am-10am,34
Castro/Upper Market,Classic Bicycle,November 2019,South of Market,7am-10am,35
Castro/Upper Market,Classic Bicycle,November 2018,South of Market,7am-10am,37
Castro/Upper Market,Classic Bicycle,June 2019,South of Market,7am-10am,42
Castro/Upper Market,Classic Bicycle,August 2021,South of Market,7am-10am,43
Castro/Upper Market,Classic Bicycle,June 2018,South of Market,7am-10am,44
Castro/Upper Market,Classic Bicycle,October 2018,South of Market,7am-10am,44
Castro/Upper Market,Classic Bicycle,October 2017,South of Market,7am-10am,45
Castro/Upper Market,Classic Bicycle,July 2018,South of Market,7am-10am,47
Castro/Upper Market,Classic Bicycle,August 2018,South of Market,7am-10am,47
Castro/Upper Market,Classic Bicycle,July 2021,South of Market,7am-10am,47
Castro/Upper Market,Classic Bicycle,September 2018,South of Market,7am-10am,48
Castro/Upper Market,Classic Bicycle,February 2019,South of Market,7am-10am,54
Castro/Upper Market,Classic Bicycle,April 2019,South of Market,7am-10am,54
Castro/Upper Market,Classic Bicycle,April 2021,South of Market,7am-10am,55
Castro/Upper Market,Classic Bicycle,January 2019,South of Market,7am-10am,61
Castro/Upper Market,Classic Bicycle,March 2019,South of Market,7am-10am,74
Castro/Upper Market,Classic Bicycle,March 2021,Western Addition,7am-10am,22
Castro/Upper Market,Classic Bicycle,March 2018,Western Addition,7am-10am,24
Castro/Upper Market,Classic Bicycle,July 2019,Western Addition,7am-10am,25
Castro/Upper Market,Classic Bicycle,May 2021,Western Addition,7am-10am,25
Castro/Upper Market,Classic Bicycle,June 2021,Western Addition,7am-10am,25
Castro/Upper Market,Classic Bicycle,January 2018,Western Addition,7am-10am,26
Castro/Upper Market,Classic Bicycle,December 2017,Western Addition,7am-10am,28
Castro/Upper Market,Classic Bicycle,November 2017,Western Addition,7am-10am,29
Castro/Upper Market,Classic Bicycle,June 2019,Western Addition,7am-10am,30
Castro/Upper Market,Classic Bicycle,February 2020,Western Addition,7am-10am,31
Castro/Upper Market,Classic Bicycle,December 2018,Western Addition,7am-10am,32
Castro/Upper Market,Classic Bicycle,August 2021,Western Addition,7am-10am,32
Castro/Upper Market,Classic Bicycle,July 2021,Western Addition,7am-10am,35
Castro/Upper Market,Classic Bicycle,April 2018,Western Addition,7am-10am,36
Castro/Upper Market,Classic Bicycle,December 2019,Western Addition,7am-10am,37
Castro/Upper Market,Classic Bicycle,January 2020,Western Addition,7am-10am,38
Castro/Upper Market,Classic Bicycle,October 2017,Western Addition,7am-10am,39
Castro/Upper Market,Classic Bicycle,November 2018,Western Addition,7am-10am,39
Castro/Upper Market,Classic Bicycle,February 2019,Western Addition,7am-10am,40
Castro/Upper Market,Classic Bicycle,September 2017,Western Addition,7am-10am,41
Castro/Upper Market,Classic Bicycle,May 2019,Western Addition,7am-10am,41
Castro/Upper Market,Classic Bicycle,October 2018,Western Addition,7am-10am,42
Castro/Upper Market,Classic Bicycle,August 2018,Western Addition,7am-10am,43
Castro/Upper Market,Classic Bicycle,July 2018,Western Addition,7am-10am,45
Castro/Upper Market,Classic Bicycle,November 2019,Western Addition,7am-10am,45
Castro/Upper Market,Classic Bicycle,August 2019,Western Addition,7am-10am,49
Castro/Upper Market,Classic Bicycle,September 2019,Western Addition,7am-10am,50
Castro/Upper Market,Classic Bicycle,October 2019,Western Addition,7am-10am,52
Castro/Upper Market,Classic Bicycle,September 2018,Western Addition,7am-10am,53
Castro/Upper Market,Classic Bicycle,January 2019,Western Addition,7am-10am,53
Castro/Upper Market,Classic Bicycle,April 2019,Western Addition,7am-10am,54
Castro/Upper Market,Classic Bicycle,June 2018,Western Addition,7am-10am,55
Castro/Upper Market,Classic Bicycle,April 2021,Western Addition,7am-10am,55
Castro/Upper Market,Classic Bicycle,May 2018,Western Addition,7am-10am,69
Castro/Upper Market,Classic Bicycle,March 2019,Western Addition,7am-10am,83
Castro/Upper Market,E-Bike,December 2018,Castro/Upper Market,7am-10am,21
Castro/Upper Market,E-Bike,July 2020,Castro/Upper Market,7am-10am,23
Castro/Upper Market,E-Bike,August 2019,Castro/Upper Market,7am-10am,28
Castro/Upper Market,E-Bike,September 2020,Castro/Upper Market,7am-10am,30
Castro/Upper Market,E-Bike,November 2018,Castro/Upper Market,7am-10am,46
Castro/Upper Market,E-Bike,May 2020,Castro/Upper Market,7am-10am,47
Castro/Upper Market,E-Bike,August 2020,Castro/Upper Market,7am-10am,47
Castro/Upper Market,E-Bike,November 2019,Castro/Upper Market,7am-10am,56
Castro/Upper Market,E-Bike,September 2019,Castro/Upper Market,7am-10am,57
Castro/Upper Market,E-Bike,June 2020,Castro/Upper Market,7am-10am,66
Castro/Upper Market,E-Bike,November 2020,Castro/Upper Market,7am-10am,66
Castro/Upper Market,E-Bike,March 2020,Castro/Upper Market,7am-10am,67
Castro/Upper Market,E-Bike,December 2020,Castro/Upper Market,7am-10am,77
Castro/Upper Market,E-Bike,January 2021,Castro/Upper Market,7am-10am,78
Castro/Upper Market,E-Bike,October 2020,Castro/Upper Market,7am-10am,91
Castro/Upper Market,E-Bike,February 2021,Castro/Upper Market,7am-10am,96
Castro/Upper Market,E-Bike,March 2021,Castro/Upper Market,7am-10am,101
Castro/Upper Market,E-Bike,April 2021,Castro/Upper Market,7am-10am,115
Castro/Upper Market,E-Bike,September 2021,Castro/Upper Market,7am-10am,116
Castro/Upper Market,E-Bike,July 2021,Castro/Upper Market,7am-10am,119
Castro/Upper Market,E-Bike,August 2021,Castro/Upper Market,7am-10am,124
Castro/Upper Market,E-Bike,May 2021,Castro/Upper Market,7am-10am,143
Castro/Upper Market,E-Bike,January 2020,Castro/Upper Market,7am-10am,165
Castro/Upper Market,E-Bike,June 2021,Castro/Upper Market,7am-10am,172
Castro/Upper Market,E-Bike,February 2020,Castro/Upper Market,7am-10am,260
Castro/Upper Market,E-Bike,March 2021,Downtown/Civic Center,7am-10am,22
Castro/Upper Market,E-Bike,December 2020,Downtown/Civic Center,7am-10am,26
Castro/Upper Market,E-Bike,July 2021,Downtown/Civic Center,7am-10am,27
Castro/Upper Market,E-Bike,August 2021,Downtown/Civic Center,7am-10am,27
Castro/Upper Market,E-Bike,June 2021,Downtown/Civic Center,7am-10am,49
Castro/Upper Market,E-Bike,September 2021,Downtown/Civic Center,7am-10am,75
Castro/Upper Market,E-Bike,February 2020,Haight Ashbury,7am-10am,21
Castro/Upper Market,E-Bike,September 2020,Haight Ashbury,7am-10am,21
Castro/Upper Market,E-Bike,February 2021,Haight Ashbury,7am-10am,21
Castro/Upper Market,E-Bike,May 2021,Haight Ashbury,7am-10am,21
Castro/Upper Market,E-Bike,June 2019,Mission,7am-10am,22
Castro/Upper Market,E-Bike,February 2021,Mission,7am-10am,23
Castro/Upper Market,E-Bike,August 2020,Mission,7am-10am,28
Castro/Upper Market,E-Bike,June 2020,Mission,7am-10am,51
Castro/Upper Market,E-Bike,October 2020,Mission,7am-10am,55
Castro/Upper Market,E-Bike,September 2020,Mission,7am-10am,57
Castro/Upper Market,E-Bike,March 2021,Mission,7am-10am,57
Castro/Upper Market,E-Bike,March 2020,Mission,7am-10am,74
Castro/Upper Market,E-Bike,April 2021,Mission,7am-10am,91
Castro/Upper Market,E-Bike,January 2020,Mission,7am-10am,104
Castro/Upper Market,E-Bike,May 2021,Mission,7am-10am,112
Castro/Upper Market,E-Bike,August 2021,Mission,7am-10am,114
